,A,B,Label
13176,>ath-miR8176,>NONATHT000202,1
13177,>ath-miR5014a-5p,>lcl|Athaliana_AT3G26742.1,0
13178,>mtr-miR2589,>lcl|Mtruncatula_Medtr3g462740.1,1
13179,>mtr-miR5752a,>lcl|Mtruncatula_Medtr2g031430.1,0
13180,>gma-miR4397-5p,>lcl|Gmax_Glyma.09G190000.1,1
13181,>gma-miR10430,>lcl|Gmax_Glyma.19G112400.1,0
13182,>ath-miR156a-3p,>CNT2086825,1
13183,>ath-miR5013,>NONATHT002178,0
13184,>mtr-miR166d,>lcl|Mtruncatula_Medtr8g442450.1,1
13185,>mtr-miR2606c,>lcl|Mtruncatula_Medtr2g023920.2,0
13186,>gma-miR5044,>lcl|Gmax_Glyma.14G025000.1,1
13187,>gma-miR4387c,>lcl|Gmax_Glyma.06G038300.1,0
13188,>ath-miR5654-3p,>CNT2085248,1
13189,>ath-miR852,>lcl|Athaliana_AT4G05594.1,0
13190,>mtr-miR160f,>lcl|Mtruncatula_Medtr8g103920.1,1
13191,>mtr-miR393b-3p,>lcl|Mtruncatula_Medtr8g074520.1,0
13192,>gma-miR159d,>lcl|Gmax_Glyma.12G206300.9,1
13193,>gma-miR169j-5p,>lcl|Gmax_Glyma.13G372800.1,0
13194,>ath-miR3440b-3p,>lcl|Athaliana_AT5G28070.1,1
13195,>ath-miR4243,>CNT2086141,0
13196,>mtr-miR2602a,>lcl|Mtruncatula_Medtr8g015800.1,1
13197,>mtr-miR399j,>lcl|Mtruncatula_Medtr2g105230.5,0
13198,>gma-miR164b,>lcl|Gmax_Glyma.09G167600.1,1
13199,>gma-miR4374a,>lcl|Gmax_Glyma.18G210200.1,0
13200,>ath-miR5643a,>CNT2087605,1
13201,>ath-miR5022,>CNT2086590,0
13202,>mtr-miR5216a,>lcl|Mtruncatula_Medtr8g008880.1,1
13203,>mtr-miR7698-3p,>lcl|Mtruncatula_Medtr2g031430.1,0
13204,>gma-miR399d,>lcl|Gmax_Glyma.09G036700.1,1
13205,>gma-miR10411,>lcl|Gmax_Glyma.U034900.1,0
13206,>ath-miR841b-5p,>CNT2089133,1
13207,>ath-miR845b,>lcl|Athaliana_AT3G32962.1,0
13208,>mtr-miR5233,>lcl|Mtruncatula_Medtr2g019150.1,1
13209,>mtr-miR5555-3p,>lcl|Mtruncatula_Medtr5g015470.1,0
13210,>gma-miR10413a,>lcl|Gmax_Glyma.07G252900.1,1
13211,>gma-miR5032,>lcl|Gmax_Glyma.01G071500.1,0
13212,>ath-miR156f-3p,>CNT2088044,1
13213,>ath-miR8169,>lcl|Athaliana_AT5G59662.1,0
13214,>mtr-miR5206b,>lcl|Mtruncatula_Medtr5g022830.1,1
13215,>mtr-miR167a,>lcl|Mtruncatula_Medtr7g108080.1,0
13216,>gma-miR168b,>lcl|Gmax_Glyma.08G132200.1,1
13217,>gma-miR10442,>lcl|Gmax_Glyma.11G013200.1,0
13218,>ath-miR8165,>lcl|Athaliana_AT5G34885.1,1
13219,>ath-miR774a,>CNT2084875,0
13220,>mtr-miR5206a,>lcl|Mtruncatula_Medtr3g072180.1,1
13221,>mtr-miR398a-3p,>lcl|Mtruncatula_Medtr8g022770.3,0
13222,>gma-miR10432,>lcl|Gmax_Glyma.07G125000.1,1
13223,>gma-miR10196,>lcl|Gmax_Glyma.11G137200.1,0
13224,>ath-miR8176,>lcl|Athaliana_AT2G21195.1,1
13225,>ath-miR852,>CNT2085989,0
13226,>mtr-miR2613,>lcl|Mtruncatula_Medtr5g063750.1,1
13227,>mtr-miR2634,>lcl|Mtruncatula_Medtr3g053460.2,0
13228,>gma-miR4416c-5p,>lcl|Gmax_Glyma.10G249200.1,1
13229,>gma-miR4363,>lcl|Gmax_Glyma.12G173100.1,0
13230,>ath-miR854a,>CNT2085051,1
13231,>ath-miR870-3p,>CNT2087572,0
13232,>mtr-miR2629h,>lcl|Mtruncatula_Medtr4g065820.2,1
13233,>mtr-miR5260,>lcl|Mtruncatula_Medtr7g102320.4,0
13234,>gma-miR156k,>lcl|Gmax_Glyma.18G293400.1,1
13235,>gma-miR4346,>lcl|Gmax_Glyma.03G198900.1,0
13236,>ath-miR771,>CNT2087783,1
13237,>ath-miR404,>NONATHT000468,0
13238,>mtr-miR5298b,>lcl|Mtruncatula_Medtr4g124420.1,1
13239,>mtr-miR2660,>lcl|Mtruncatula_Medtr7g111640.2,0
13240,>gma-miR5783,>lcl|Gmax_Glyma.08G317900.1,1
13241,>gma-miR4415a-5p,>lcl|Gmax_Glyma.15G030300.1,0
13242,>ath-miR5020b,>CNT2089078,1
13243,>ath-miR867,>NONATHT000981,0
13244,>mtr-miR168a,>lcl|Mtruncatula_Medtr4g037295.1,1
13245,>mtr-miR2655b,>lcl|Mtruncatula_Medtr4g106400.1,0
13246,>gma-miR5037d,>lcl|Gmax_Glyma.09G262100.1,1
13247,>gma-miR9767,>lcl|Gmax_Glyma.06G038300.1,0
13248,>ath-miR395b,>CNT2087171,1
13249,>ath-miR857,>NONATHT002267,0
13250,>mtr-miR5276,>lcl|Mtruncatula_Medtr2g090215.1,1
13251,>mtr-miR319d-5p,>lcl|Mtruncatula_Medtr0101s0020.2,0
13252,>gma-miR1508b,>lcl|Gmax_Glyma.06G148100.1,1
13253,>gma-miR5559,>lcl|Gmax_Glyma.06G207900.2,0
13254,>ath-miR156g,>lcl|Athaliana_AT3G42714.1,1
13255,>ath-miR407,>lcl|Athaliana_AT2G12905.1,0
13256,>mtr-miR2586b,>lcl|Mtruncatula_Medtr1887s0010.1,1
13257,>mtr-miR5213-3p,>lcl|Mtruncatula_Medtr5g081650.3,0
13258,>gma-miR159b-5p,>lcl|Gmax_Glyma.13G212100.2,1
13259,>gma-miR396h,>lcl|Gmax_Glyma.10G033300.1,0
13260,>ath-miR773a,>lcl|Athaliana_AT2G21640.1,1
13261,>ath-miR8178,>CNT2086724,0
13262,>mtr-miR2591,>lcl|Mtruncatula_Medtr7g109875.1,1
13263,>mtr-miR5252,>lcl|Mtruncatula_Medtr6g007970.1,0
13264,>gma-miR169i-3p,>lcl|Gmax_Glyma.12G061800.1,1
13265,>gma-miR1520n,>lcl|Gmax_Glyma.08G330400.1,0
13266,>ath-miR854a,>CNT2088451,1
13267,>ath-miR5027,>lcl|Athaliana_AT4G16040.1,0
13268,>mtr-miR160a,>lcl|Mtruncatula_Medtr2g049845.1,1
13269,>mtr-miR2659a,>lcl|Mtruncatula_Medtr3g466420.1,0
13270,>gma-miR482e,>lcl|Gmax_Glyma.10G215600.1,1
13271,>gma-miR5033,>lcl|Gmax_Glyma.18G290700.3,0
13272,>ath-miR854a,>CNT2085478,1
13273,>ath-miR822-5p,>CNT2089169,0
13274,>mtr-miR5556-5p,>lcl|Mtruncatula_Medtr6g053780.1,1
13275,>mtr-miR2629h,>lcl|Mtruncatula_Medtr0105s0070.1,0
13276,>gma-miR159b-3p,>lcl|Gmax_Glyma.16G148200.1,1
13277,>gma-miR10438,>lcl|Gmax_Glyma.15G168400.1,0
13278,>ath-miR319a,>CNT2089027,1
13279,>ath-miR5631,>CNT2085425,0
13280,>mtr-miR393a,>lcl|Mtruncatula_Medtr0152s0010.1,1
13281,>mtr-miR156g-3p,>lcl|Mtruncatula_Medtr7g096640.2,0
13282,>gma-miR4993,>lcl|Gmax_Glyma.20G130500.7,1
13283,>gma-miR10406a,>lcl|Gmax_Glyma.04G095600.1,0
13284,>ath-miR2111b-3p,>CNT2087495,1
13285,>ath-miR779.2,>CNT2086021,0
13286,>mtr-miR171a,>lcl|Mtruncatula_Medtr8g005030.1,1
13287,>mtr-miR5224b,>lcl|Mtruncatula_Medtr2g009910.1,0
13288,>gma-miR482b-5p,>lcl|Gmax_Glyma.19G005400.1,1
13289,>gma-miR169p,>lcl|Gmax_Glyma.05G080300.1,0
13290,>ath-miR771,>CNT2086601,1
13291,>ath-miR5014b,>lcl|Athaliana_AT2G10605.1,0
13292,>mtr-miR2592d-5p,>lcl|Mtruncatula_Medtr3g115170.1,1
13293,>mtr-miR2592bm-3p,>lcl|Mtruncatula_Medtr7g090430.1,0
13294,>gma-miR4386,>lcl|Gmax_Glyma.17G000900.1,1
13295,>gma-miR394b-5p,>lcl|Gmax_Glyma.05G010400.1,0
13296,>ath-miR5652,>CNT2088405,1
13297,>ath-miR5650,>lcl|Athaliana_AT5G28626.1,0
13298,>mtr-miR2630a,>lcl|Mtruncatula_Medtr2g063160.1,1
13299,>mtr-miR2634,>lcl|Mtruncatula_Medtr8g022410.1,0
13300,>gma-miR482b-5p,>lcl|Gmax_Glyma.09G120500.1,1
13301,>gma-miR10197,>lcl|Gmax_Glyma.13G278900.4,0
13302,>ath-miR771,>lcl|Athaliana_AT1G35900.1,1
13303,>ath-miR8170-3p,>CNT2085802,0
13304,>mtr-miR164a,>lcl|Mtruncatula_Medtr1g072855.1,1
13305,>mtr-miR169e-5p,>lcl|Mtruncatula_Medtr3g053460.2,0
13306,>gma-miR1520q,>lcl|Gmax_Glyma.10G076600.1,1
13307,>gma-miR10446,>lcl|Gmax_Glyma.10G256500.2,0
13308,>ath-miR168a-3p,>lcl|Athaliana_AT2G11623.1,1
13309,>ath-miR169d,>CNT2087065,0
13310,>mtr-miR160a,>lcl|Mtruncatula_Medtr7g090360.1,1
13311,>mtr-miR5265,>lcl|Mtruncatula_Medtr2g105230.5,0
13312,>gma-miR4408,>lcl|Gmax_Glyma.14G218600.1,1
13313,>gma-miR1519,>lcl|Gmax_Glyma.15G108500.1,0
13314,>ath-miR824-3p,>NONATHT001505,1
13315,>ath-miR5014b,>CNT2086849,0
13316,>mtr-miR399q,>lcl|Mtruncatula_Medtr4g094612.1,1
13317,>mtr-miR395h,>lcl|Mtruncatula_Medtr7g108080.1,0
13318,>gma-miR1508b,>lcl|Gmax_Glyma.04G217800.1,1
13319,>gma-miR2111a,>lcl|Gmax_Glyma.16G152000.1,0
13320,>ath-miR5016,>CNT2088574,1
13321,>ath-miR403-5p,>CNT2085283,0
13322,>mtr-miR2586b,>lcl|Mtruncatula_Medtr0366s0010.1,1
13323,>mtr-miR2624,>lcl|Mtruncatula_Medtr8g022770.3,0
13324,>gma-miR482b-5p,>lcl|Gmax_Glyma.15G220500.1,1
13325,>gma-miR169j-3p,>lcl|Gmax_Glyma.13G020800.1,0
13326,>ath-miR8173,>lcl|Athaliana_AT1G72170.1,1
13327,>ath-miR866-5p,>lcl|Athaliana_AT4G27657.1,0
13328,>mtr-miR5289a,>lcl|Mtruncatula_Medtr4g022840.1,1
13329,>mtr-miR7700-5p,>lcl|Mtruncatula_Medtr2g009910.1,0
13330,>gma-miR172c,>lcl|Gmax_Glyma.09G208800.1,1
13331,>gma-miR1515a,>lcl|Gmax_Glyma.05G080300.4,0
13332,>ath-miR169a-5p,>NONATHT003507,1
13333,>ath-miR5644,>CNT2085609,0
13334,>mtr-miR168a,>lcl|Mtruncatula_Medtr3g025340.1,1
13335,>mtr-miR5204,>lcl|Mtruncatula_Medtr7g096640.2,0
13336,>gma-miR156f,>lcl|Gmax_Glyma.06G289500.4,1
13337,>gma-miR5038a,>lcl|Gmax_Glyma.11G157900.1,0
13338,>ath-miR8171,>NONATHT001179,1
13339,>ath-miR5650,>CNT2087151,0
13340,>mtr-miR164a,>lcl|Mtruncatula_Medtr4g031500.1,1
13341,>mtr-miR2680a,>lcl|Mtruncatula_Medtr0105s0070.1,0
13342,>gma-miR399m,>lcl|Gmax_Glyma.10G019800.1,1
13343,>gma-miR396e,>lcl|Gmax_Glyma.19G234700.1,0
13344,>ath-miR8167a,>lcl|Athaliana_AT4G35783.1,1
13345,>ath-miR5025,>NONATHT000844,0
13346,>mtr-miR5221,>lcl|Mtruncatula_Medtr8g059110.1,1
13347,>mtr-miR395a,>lcl|Mtruncatula_Medtr2g009910.2,0
13348,>gma-miR5377,>lcl|Gmax_Glyma.10G228300.1,1
13349,>gma-miR4359a,>lcl|Gmax_Glyma.05G148600.1,0
13350,>ath-miR8175,>CNT2086181,1
13351,>ath-miR863-3p,>NONATHT001674,0
13352,>mtr-miR171c,>lcl|Mtruncatula_Medtr7g091830.1,1
13353,>mtr-miR7697-3p,>lcl|Mtruncatula_Medtr0101s0020.4,0
13354,>gma-miR171a,>lcl|Gmax_Glyma.02G129400.1,1
13355,>gma-miR4350,>lcl|Gmax_Glyma.13G020800.1,0
13356,>ath-miR5660,>lcl|Athaliana_AT5G31923.1,1
13357,>ath-miR159a,>CNT2088878,0
13358,>mtr-miR2640,>lcl|Mtruncatula_Medtr8g071980.1,1
13359,>mtr-miR5276,>lcl|Mtruncatula_Medtr1g095390.2,0
13360,>gma-miR159b-3p,>lcl|Gmax_Glyma.16G071300.1,1
13361,>gma-miR4368a,>lcl|Gmax_Glyma.16G092300.1,0
13362,>ath-miR851-5p,>CNT2087190,1
13363,>ath-miR8174,>CNT2089019,0
13364,>mtr-miR2647a,>lcl|Mtruncatula_Medtr2g036340.1,1
13365,>mtr-miR2592ap,>lcl|Mtruncatula_Medtr1g107440.5,0
13366,>gma-miR169h,>lcl|Gmax_Glyma.08G358000.1,1
13367,>gma-miR1510b-3p,>lcl|Gmax_Glyma.19G045000.1,0
13368,>ath-miR869.2,>lcl|Athaliana_AT2G11168.1,1
13369,>ath-miR4240,>lcl|Athaliana_AT4G17453.1,0
13370,>mtr-miR2627,>lcl|Mtruncatula_Medtr8g037965.1,1
13371,>mtr-miR2643b-5p,>lcl|Mtruncatula_Medtr4g115740.7,0
13372,>gma-miR4364a,>lcl|Gmax_Glyma.11G088100.1,1
13373,>gma-miR9729,>lcl|Gmax_Glyma.U035100.2,0
13374,>ath-miR8177,>lcl|Athaliana_AT1G49832.1,1
13375,>ath-miR837-3p,>lcl|Athaliana_AT5G34800.1,0
13376,>mtr-miR5255,>lcl|Mtruncatula_Medtr8g028900.1,1
13377,>mtr-miR408-3p,>lcl|Mtruncatula_Medtr5g084410.2,0
13378,>gma-miR4380a,>lcl|Gmax_Glyma.17G134400.1,1
13379,>gma-miR9722,>lcl|Gmax_Glyma.18G300000.1,0
13380,>ath-miR8181,>lcl|Athaliana_AT4G10810.1,1
13381,>ath-miR5628,>CNT2088401,0
13382,>mtr-miR399r,>lcl|Mtruncatula_Medtr1g103250.1,1
13383,>mtr-miR156j,>lcl|Mtruncatula_Medtr0016s0040.1,0
13384,>gma-miR4390,>lcl|Gmax_Glyma.03G063800.1,1
13385,>gma-miR4371a,>lcl|Gmax_Glyma.11G013200.1,0
13386,>ath-miR831-3p,>lcl|Athaliana_AT5G43570.1,1
13387,>ath-miR3933,>CNT2088281,0
13388,>mtr-miR160c,>lcl|Mtruncatula_Medtr4g086000.1,1
13389,>mtr-miR2596,>lcl|Mtruncatula_Medtr4g115740.6,0
13390,>gma-miR4357,>lcl|Gmax_Glyma.03G207400.1,1
13391,>gma-miR5667-5p,>lcl|Gmax_Glyma.10G289300.1,0
13392,>ath-miR4228-5p,>CNT2087989,1
13393,>ath-miR863-5p,>CNT2086246,0
13394,>mtr-miR482-5p,>lcl|Mtruncatula_Medtr8g014620.1,1
13395,>mtr-miR2634,>lcl|Mtruncatula_Medtr1g086180.2,0
13396,>gma-miR156ab,>lcl|Gmax_Glyma.09G110000.1,1
13397,>gma-miR4374b,>lcl|Gmax_Glyma.11G172700.1,0
13398,>ath-miR164c-5p,>CNT2087441,1
13399,>ath-miR5654-5p,>CNT2087337,0
13400,>mtr-miR5560-5p,>lcl|Mtruncatula_Medtr6g012635.1,1
13401,>mtr-miR5235a,>lcl|Mtruncatula_Medtr8g051620.3,0
13402,>gma-miR166j-3p,>lcl|Gmax_Glyma.13G118000.1,1
13403,>gma-miR5375,>lcl|Gmax_Glyma.17G142500.4,0
13404,>ath-miR869.2,>CNT2087331,1
13405,>ath-miR407,>CNT2087596,0
13406,>mtr-miR5298b,>lcl|Mtruncatula_Medtr3g080075.1,1
13407,>mtr-miR2654,>lcl|Mtruncatula_Medtr5g084410.3,0
13408,>gma-miR5776,>lcl|Gmax_Glyma.19G136600.8,1
13409,>gma-miR171i-3p,>lcl|Gmax_Glyma.19G234700.1,0
13410,>ath-miR414,>CNT2088708,1
13411,>ath-miR447a.2-3p,>CNT2088794,0
13412,>mtr-miR164d,>lcl|Mtruncatula_Medtr4g077703.1,1
13413,>mtr-miR5255,>lcl|Mtruncatula_Medtr4g115740.7,0
13414,>gma-miR482b-5p,>lcl|Gmax_Glyma.06G287300.1,1
13415,>gma-miR5379,>lcl|Gmax_Glyma.12G132700.1,0
13416,>ath-miR168a-5p,>CNT2085580,1
13417,>ath-miR161.2,>CNT2088516,0
13418,>mtr-miR5743a,>lcl|Mtruncatula_Medtr2g048570.1,1
13419,>mtr-miR172d-3p,>lcl|Mtruncatula_Medtr4g035885.1,0
13420,>gma-miR2118a-5p,>lcl|Gmax_Glyma.17G181700.1,1
13421,>gma-miR9730,>lcl|Gmax_Glyma.14G072000.1,0
13422,>ath-miR163,>lcl|Athaliana_AT3G13438.1,1
13423,>ath-miR403-3p,>NONATHT002213,0
13424,>mtr-miR1507-5p,>lcl|Mtruncatula_Medtr2g090600.1,1
13425,>mtr-miR156h-3p,>lcl|Mtruncatula_Medtr1g086180.2,0
13426,>gma-miR398a,>lcl|Gmax_Glyma.05G072400.1,1
13427,>gma-miR5762,>lcl|Gmax_Glyma.01G015700.1,0
13428,>ath-miR396b-5p,>CNT2087738,1
13429,>ath-miR406,>NONATHT002450,0
13430,>mtr-miR2591,>lcl|Mtruncatula_Medtr2g064750.1,1
13431,>mtr-miR2111m-3p,>lcl|Mtruncatula_Medtr4g115740.7,0
13432,>gma-miR5771,>lcl|Gmax_Glyma.15G094300.1,1
13433,>gma-miR4387c,>lcl|Gmax_Glyma.13G132200.1,0
13434,>ath-miR164b-3p,>NONATHT002791,1
13435,>ath-miR5655,>NONATHT003699,0
13436,>mtr-miR5248,>lcl|Mtruncatula_Medtr8g089145.1,1
13437,>mtr-miR5556-3p,>lcl|Mtruncatula_Medtr3g053460.2,0
13438,>gma-miR4995,>lcl|Gmax_Glyma.15G256100.1,1
13439,>gma-miR4350,>lcl|Gmax_Glyma.18G042500.1,0
13440,>ath-miR8168,>lcl|Athaliana_AT1G68862.1,1
13441,>ath-miR5640,>NONATHT001069,0
13442,>mtr-miR2602a,>lcl|Mtruncatula_Medtr3g030100.1,1
13443,>mtr-miR5233,>lcl|Mtruncatula_Medtr2g023920.2,0
13444,>gma-miR9743,>lcl|Gmax_Glyma.08G192400.2,1
13445,>gma-miR5377,>lcl|Gmax_Glyma.05G080300.4,0
13446,>ath-miR165a-5p,>NONATHT002583,1
13447,>ath-miR5645c,>lcl|Athaliana_AT3G45285.1,0
13448,>mtr-miR5295a,>lcl|Mtruncatula_Medtr5g018540.1,1
13449,>mtr-miR5255,>lcl|Mtruncatula_Medtr1g107440.2,0
13450,>gma-miR530b,>lcl|Gmax_Glyma.16G013700.1,1
13451,>gma-miR1520d,>lcl|Gmax_Glyma.17G142500.1,0
13452,>ath-miR156d-3p,>CNT2086033,1
13453,>ath-miR399e,>lcl|Athaliana_AT4G12334.1,0
13454,>mtr-miR2086-5p,>lcl|Mtruncatula_Medtr8g022990.1,1
13455,>mtr-miR156d-3p,>lcl|Mtruncatula_Medtr2g031430.1,0
13456,>gma-miR169c,>lcl|Gmax_Glyma.15G199100.1,1
13457,>gma-miR1535b,>lcl|Gmax_Glyma.08G328700.1,0
13458,>ath-miR5662,>CNT2085945,1
13459,>ath-miR5650,>lcl|Athaliana_AT5G26840.1,0
13460,>mtr-miR5233,>lcl|Mtruncatula_Medtr1g008930.1,1
13461,>mtr-miR2597,>lcl|Mtruncatula_Medtr8g051620.3,0
13462,>gma-miR4998,>lcl|Gmax_Glyma.15G053200.1,1
13463,>gma-miR172b-5p,>lcl|Gmax_Glyma.11G157900.1,0
13464,>ath-miR831-5p,>lcl|Athaliana_AT3G43521.1,1
13465,>ath-miR781a,>lcl|Athaliana_AT2G39725.1,0
13466,>mtr-miR2589,>lcl|Mtruncatula_Medtr4g097795.1,1
13467,>mtr-miR169e-5p,>lcl|Mtruncatula_Medtr2g009910.1,0
13468,>gma-miR5783,>lcl|Gmax_Glyma.13G175900.1,1
13469,>gma-miR10414,>lcl|Gmax_Glyma.19G234700.1,0
13470,>ath-miR774b-5p,>lcl|Athaliana_AT4G22440.1,1
13471,>ath-miR5641,>NONATHT001378,0
13472,>mtr-miR2589,>lcl|Mtruncatula_Medtr4g082817.1,1
13473,>mtr-miR395k,>lcl|Mtruncatula_Medtr6g007970.1,0
13474,>gma-miR396f,>lcl|Gmax_Glyma.03G022200.1,1
13475,>gma-miR4397-3p,>lcl|Gmax_Glyma.11G013200.3,0
13476,>ath-miR8181,>CNT2086191,1
13477,>ath-miR5633,>lcl|Athaliana_AT4G03873.1,0
13478,>mtr-miR2623,>lcl|Mtruncatula_Medtr3g104445.1,1
13479,>mtr-miR397-3p,>lcl|Mtruncatula_Medtr3g117730.1,0
13480,>gma-miR164b,>lcl|Gmax_Glyma.01G031200.2,1
13481,>gma-miR172k,>lcl|Gmax_Glyma.09G078500.1,0
13482,>ath-miR851-5p,>lcl|Athaliana_AT3G01940.1,1
13483,>ath-miR5024-5p,>lcl|Athaliana_AT4G06568.1,0
13484,>mtr-miR2673a,>lcl|Mtruncatula_Medtr6g073000.1,1
13485,>mtr-miR5242,>lcl|Mtruncatula_Medtr4g006610.1,0
13486,>gma-miR4414a-3p,>lcl|Gmax_Glyma.11G096300.1,1
13487,>gma-miR2111b,>lcl|Gmax_Glyma.01G175700.11,0
13488,>ath-miR779.1,>lcl|Athaliana_AT2G36815.2,1
13489,>ath-miR390b-3p,>CNT2084989,0
13490,>mtr-miR319c-3p,>lcl|Mtruncatula_Medtr5g010600.1,1
13491,>mtr-miR5232,>lcl|Mtruncatula_Medtr0101s0020.2,0
13492,>gma-miR4397-5p,>lcl|Gmax_Glyma.02G246300.1,1
13493,>gma-miR395d,>lcl|Gmax_Glyma.13G195500.1,0
13494,>ath-miR8176,>lcl|Athaliana_AT5G27927.1,1
13495,>ath-miR161.2,>NONATHT000882,0
13496,>mtr-miR5296,>lcl|Mtruncatula_Medtr1g062120.1,1
13497,>mtr-miR5752a,>lcl|Mtruncatula_Medtr5g015470.1,0
13498,>gma-miR1520p,>lcl|Gmax_Glyma.04G181200.2,1
13499,>gma-miR4386,>lcl|Gmax_Glyma.16G055000.2,0
13500,>ath-miR169a-3p,>lcl|Athaliana_AT2G10611.1,1
13501,>ath-miR837-3p,>NONATHT000535,0
13502,>mtr-miR5293,>lcl|Mtruncatula_Medtr5g030975.1,1
13503,>mtr-miR5265,>lcl|Mtruncatula_Medtr4g059760.1,0
13504,>gma-miR399i,>lcl|Gmax_Glyma.05G075700.1,1
13505,>gma-miR5766,>lcl|Gmax_Glyma.03G084100.2,0
13506,>ath-miR839-5p,>NONATHT000875,1
13507,>ath-miR2939,>lcl|Athaliana_AT3G45243.1,0
13508,>mtr-miR2621,>lcl|Mtruncatula_Medtr5g037347.1,1
13509,>mtr-miR2659a,>lcl|Mtruncatula_Medtr3g050170.1,0
13510,>gma-miR171n,>lcl|Gmax_Glyma.13G204500.1,1
13511,>gma-miR4412-3p,>lcl|Gmax_Glyma.16G002000.1,0
13512,>ath-miR5658,>lcl|Athaliana_AT5G57735.1,1
13513,>ath-miR868-3p,>lcl|Athaliana_AT3G43359.1,0
13514,>mtr-miR2673a,>lcl|Mtruncatula_Medtr2g075530.1,1
13515,>mtr-miR2612,>lcl|Mtruncatula_Medtr5g081650.3,0
13516,>gma-miR4377,>lcl|Gmax_Glyma.20G108200.1,1
13517,>gma-miR172c,>lcl|Gmax_Glyma.18G290700.3,0
13518,>ath-miR854a,>lcl|Athaliana_AT2G18970.1,1
13519,>ath-miR8121,>CNT2089059,0
13520,>mtr-miR2586b,>lcl|Mtruncatula_Medtr5g042750.1,1
13521,>mtr-miR5745a,>lcl|Mtruncatula_Medtr8g022770.3,0
13522,>gma-miR9742,>lcl|Gmax_Glyma.03G101500.1,1
13523,>gma-miR396j,>lcl|Gmax_Glyma.11G136800.1,0
13524,>ath-miR854a,>CNT2086925,1
13525,>ath-miR5633,>NONATHT001815,0
13526,>mtr-miR5233,>lcl|Mtruncatula_Medtr1g033700.1,1
13527,>mtr-miR2653a,>lcl|Mtruncatula_Medtr2g031430.1,0
13528,>gma-miR4340,>lcl|Gmax_Glyma.04G070800.1,1
13529,>gma-miR4405,>lcl|Gmax_Glyma.10G052100.1,0
13530,>ath-miR8173,>lcl|Athaliana_AT4G39404.1,1
13531,>ath-miR1887,>CNT2088516,0
13532,>mtr-miR5211,>lcl|Mtruncatula_Medtr4g043930.1,1
13533,>mtr-miR5745a,>lcl|Mtruncatula_Medtr1g107440.5,0
13534,>gma-miR4414a-5p,>lcl|Gmax_Glyma.04G254400.2,1
13535,>gma-miR169e,>lcl|Gmax_Glyma.13G202700.1,0
13536,>ath-miR169g-3p,>CNT2086042,1
13537,>ath-miR864-5p,>CNT2086488,0
13538,>mtr-miR5756,>lcl|Mtruncatula_Medtr4g045720.1,1
13539,>mtr-miR5268a,>lcl|Mtruncatula_Medtr7g108080.1,0
13540,>gma-miR10442,>lcl|Gmax_Glyma.09G216500.1,1
13541,>gma-miR5670b,>lcl|Gmax_Glyma.19G119500.1,0
13542,>ath-miR8167a,>CNT2086217,1
13543,>ath-miR171b-5p,>NONATHT001309,0
13544,>mtr-miR2111e-3p,>lcl|Mtruncatula_Medtr6g049250.1,1
13545,>mtr-miR169d-5p,>lcl|Mtruncatula_Medtr7g111640.3,0
13546,>gma-miR5037c,>lcl|Gmax_Glyma.02G188500.1,1
13547,>gma-miR172g,>lcl|Gmax_Glyma.17G142500.4,0
13548,>ath-miR169a-5p,>lcl|Athaliana_AT5G28913.1,1
13549,>ath-miR407,>NONATHT002027,0
13550,>mtr-miR2673a,>lcl|Mtruncatula_Medtr1g097000.1,1
13551,>mtr-miR2606a,>lcl|Mtruncatula_Medtr4g043720.3,0
13552,>gma-miR482e,>lcl|Gmax_Glyma.07G058000.1,1
13553,>gma-miR4382,>lcl|Gmax_Glyma.06G248000.1,0
13554,>ath-miR4239,>lcl|Athaliana_AT3G31810.1,1
13555,>ath-miR833b,>lcl|Athaliana_AT3G22022.1,0
13556,>mtr-miR2111a-3p,>lcl|Mtruncatula_Medtr6g015355.1,1
13557,>mtr-miR5561-3p,>lcl|Mtruncatula_Medtr3g053460.2,0
13558,>gma-miR5041-5p,>lcl|Gmax_Glyma.03G063800.2,1
13559,>gma-miR398a,>lcl|Gmax_Glyma.10G187600.1,0
13560,>ath-miR160a-5p,>lcl|Athaliana_AT1G40071.1,1
13561,>ath-miR829-5p,>NONATHT001657,0
13562,>mtr-miR5746,>lcl|Mtruncatula_Medtr0212s0010.1,1
13563,>mtr-miR2628,>lcl|Mtruncatula_Medtr8g043400.3,0
13564,>gma-miR159d,>lcl|Gmax_Glyma.12G206300.10,1
13565,>gma-miR1530,>lcl|Gmax_Glyma.09G078500.1,0
13566,>ath-miR157a-3p,>lcl|Athaliana_AT2G42310.1,1
13567,>ath-miR418,>CNT2084978,0
13568,>mtr-miR5743a,>lcl|Mtruncatula_Medtr3g009980.1,1
13569,>mtr-miR2640,>lcl|Mtruncatula_Medtr2g028720.1,0
13570,>gma-miR4414b,>lcl|Gmax_Glyma.18G185700.1,1
13571,>gma-miR4416b,>lcl|Gmax_Glyma.13G202700.1,0
13572,>ath-miR5020a,>CNT2087113,1
13573,>ath-miR824-5p,>CNT2088846,0
13574,>mtr-miR399q,>lcl|Mtruncatula_Medtr4g062070.1,1
13575,>mtr-miR2663,>lcl|Mtruncatula_Medtr2g105240.5,0
13576,>gma-miR164b,>lcl|Gmax_Glyma.08G118500.1,1
13577,>gma-miR5765,>lcl|Gmax_Glyma.15G168400.1,0
