,A,B,A_seq,B_seq,Label,pair_seq
20768,>hsa-miR-33b-5p,>ENST00000569711.1,,,0,
20769,>hsa-miR-373-3p,>ENST00000513752.5,,,1,
20770,>hsa-miR-361-5p,>ENST00000524166.1,,,1,
20771,>hsa-miR-27b-3p,>ENST00000589255.5,,,0,
20772,>hsa-miR-505-3p,>ENST00000503704.1,,,1,
20773,>hsa-miR-93-5p,>ENST00000540968.1,,,0,
20774,>hsa-miR-134-5p,>ENST00000428772.5,,,0,
20775,>hsa-miR-15b-5p,>ENST00000592161.1,,,1,
20776,>hsa-miR-107,>ENST00000542933.5,,,0,
20777,>hsa-miR-124-3p,>ENST00000423419.1,,,0,
20778,>hsa-miR-491-5p,>ENST00000437456.5,,,1,
20779,>hsa-miR-136-5p,>ENST00000425771.5,,,1,
20780,>hsa-miR-182-5p,>ENST00000470091.1,,,1,
20781,>hsa-miR-494-3p,>ENST00000422740.1,,,1,
20782,>hsa-miR-374b-5p,>ENST00000458220.1,,,1,
20783,>hsa-miR-505-3p,>ENST00000450784.5,,,0,
20784,>hsa-miR-425-5p,>ENST00000480904.2,,,1,
20785,>hsa-miR-376a-3p,>ENST00000412751.5,,,0,
20786,>hsa-miR-153-3p,>ENST00000550601.5,,,1,
20787,>hsa-miR-19b-3p,>ENST00000545226.5,,,0,
20788,>hsa-miR-873-5p,>ENST00000430245.5,,,1,
20789,>hsa-miR-296-3p,>ENST00000449175.1,,,1,
20790,>hsa-miR-30c-5p,>ENST00000424517.3,,,0,
20791,>hsa-miR-182-5p,>ENST00000507486.1,,,0,
20792,>hsa-miR-4429,>ENST00000444470.5,,,0,
20793,>hsa-miR-222-3p,>ENST00000502390.5,,,0,
20794,>hsa-miR-149-5p,>ENST00000382313.2,,,0,
20795,>hsa-miR-101-3p,>ENST00000538266.5,,,1,
20796,>hsa-miR-106b-5p,>ENST00000460754.1,,,1,
20797,>hsa-miR-543,>ENST00000523354.1,,,1,
20798,>hsa-miR-373-3p,>ENST00000507660.5,,,0,
20799,>hsa-miR-23b-3p,>ENST00000591920.5,,,0,
20800,>hsa-miR-93-5p,>ENST00000428772.5,,,0,
20801,>hsa-miR-520c-3p,>ENST00000587743.1,,,1,
20802,>hsa-miR-302b-3p,>ENST00000477392.1,,,0,
20803,>hsa-miR-320b,>ENST00000551146.5,,,0,
20804,>hsa-miR-18a-5p,>ENST00000504474.5,,,0,
20805,>hsa-miR-181a-5p,>ENST00000417232.6,,,0,
20806,>hsa-miR-491-5p,>ENST00000587060.1,,,0,
20807,>hsa-miR-15a-5p,>ENST00000505668.1,,,1,
20808,>hsa-miR-424-5p,>ENST00000509161.1,,,0,
20809,>hsa-miR-302c-3p,>ENST00000602597.1,,,0,
20810,>hsa-miR-26b-5p,>ENST00000519861.1,,,0,
20811,>hsa-miR-150-5p,>ENST00000437615.1,,,0,
20812,>hsa-miR-29c-3p,>ENST00000451141.1,,,1,
20813,>hsa-miR-24-3p,>ENST00000451543.5,,,1,
20814,>hsa-miR-424-5p,>ENST00000444998.1,,,1,
20815,>hsa-miR-335-5p,>ENST00000560248.1,,,0,
20816,>hsa-miR-326,>ENST00000557568.1,,,0,
20817,>hsa-miR-485-5p,>ENST00000528466.1,,,1,
20818,>hsa-miR-4429,>ENST00000488745.5,,,1,
20819,>hsa-miR-3139,>ENST00000414659.5,,,1,
20820,>hsa-miR-138-5p,>ENST00000602618.1,,,0,
20821,>hsa-miR-3619-5p,>ENST00000460889.5,,,1,
20822,>hsa-miR-29a-3p,>ENST00000421068.5,,,1,
20823,>hsa-miR-378i,>ENST00000509105.1,,,1,
20824,>hsa-miR-125b-5p,>ENST00000427820.1,,,0,
20825,>hsa-miR-29b-3p,>ENST00000627197.1,,,1,
20826,>hsa-miR-30e-5p,>ENST00000554532.2,,,0,
20827,>hsa-miR-103a-3p,>ENST00000427300.1,,,0,
20828,>hsa-miR-136-5p,>ENST00000308604.5,,,1,
20829,>hsa-miR-20a-5p,>ENST00000562082.1,,,0,
20830,>hsa-miR-3619-5p,>ENST00000590274.1,,,0,
20831,>hsa-miR-320d,>ENST00000602516.1,,,1,
20832,>hsa-miR-615-3p,>ENST00000442040.5,,,0,
20833,>hsa-miR-381-3p,>ENST00000523859.1,,,0,
20834,>hsa-miR-153-3p,>ENST00000604956.1,,,1,
20835,>hsa-miR-155-5p,>ENST00000604571.1,,,1,
20836,>hsa-miR-19b-3p,>ENST00000457856.1,,,0,
20837,>hsa-miR-26a-5p,>ENST00000443993.1,,,1,
20838,>hsa-miR-223-3p,>ENST00000453015.1,,,0,
20839,>hsa-miR-101-3p,>ENST00000568087.5,,,0,
20840,>hsa-miR-30a-5p,>ENST00000602698.5,,,1,
20841,>hsa-miR-520d-3p,>ENST00000564352.1,,,0,
20842,>hsa-miR-373-3p,>ENST00000428100.1,,,0,
20843,>hsa-miR-181c-5p,>ENST00000412855.2,,,0,
20844,>hsa-miR-379-5p,>ENST00000500682.1,,,1,
20845,>hsa-miR-135a-5p,>ENST00000423704.1,,,0,
20846,>hsa-miR-378b,>ENST00000429865.5,,,0,
20847,>hsa-miR-150-5p,>ENST00000416329.5,,,1,
20848,>hsa-miR-330-5p,>ENST00000456876.1,,,1,
20849,>hsa-miR-34a-5p,>ENST00000421255.5,,,1,
20850,>hsa-miR-424-5p,>ENST00000594941.5,,,1,
20851,>hsa-miR-320d,>ENST00000561344.5,,,1,
20852,>hsa-miR-590-3p,>ENST00000415060.6,,,0,
20853,>hsa-miR-506-3p,>ENST00000425333.5,,,1,
20854,>hsa-miR-449a,>ENST00000501194.2,,,0,
20855,>hsa-miR-103a-3p,>ENST00000428858.1,,,1,
20856,>hsa-miR-181a-5p,>ENST00000552511.1,,,0,
20857,>hsa-miR-145-5p,>ENST00000537869.5,,,1,
20858,>hsa-miR-195-5p,>ENST00000560812.5,,,1,
20859,>hsa-miR-93-5p,>ENST00000451364.5,,,0,
20860,>hsa-miR-140-5p,>ENST00000510859.5,,,0,
20861,>hsa-miR-183-5p,>ENST00000515108.1,,,1,
20862,>hsa-miR-153-3p,>ENST00000427669.5,,,0,
20863,>hsa-miR-26b-5p,>ENST00000437541.1,,,1,
20864,>hsa-miR-373-3p,>ENST00000602743.1,,,1,
20865,>hsa-miR-15a-5p,>ENST00000427306.2,,,1,
20866,>hsa-miR-590-5p,>ENST00000457898.1,,,0,
20867,>hsa-miR-422a,>ENST00000602698.5,,,1,
20868,>hsa-miR-16-5p,>ENST00000588244.5,,,1,
20869,>hsa-miR-143-3p,>ENST00000536517.1,,,1,
20870,>hsa-miR-135a-5p,>ENST00000518894.1,,,1,
20871,>hsa-miR-107,>ENST00000564206.1,,,1,
20872,>hsa-miR-29b-3p,>ENST00000484285.2,,,0,
20873,>hsa-miR-23b-3p,>ENST00000560750.1,,,1,
20874,>hsa-miR-519d-3p,>ENST00000594548.5,,,0,
20875,>hsa-miR-30a-5p,>ENST00000377680.3,,,0,
20876,>hsa-miR-196a-5p,>ENST00000560400.1,,,1,
20877,>hsa-miR-3619-5p,>ENST00000458274.1,,,1,
20878,>hsa-miR-873-5p,>ENST00000593284.5,,,0,
20879,>hsa-miR-28-5p,>ENST00000417273.1,,,1,
20880,>hsa-miR-449a,>ENST00000603347.5,,,1,
20881,>hsa-miR-17-5p,>ENST00000442040.5,,,0,
20882,>hsa-miR-23c,>ENST00000596923.1,,,0,
20883,>hsa-miR-27a-3p,>ENST00000559861.1,,,0,
20884,>hsa-miR-195-5p,>ENST00000579201.1,,,0,
20885,>hsa-miR-520d-3p,>ENST00000412882.5,,,0,
20886,>hsa-miR-34c-5p,>ENST00000528689.5,,,0,
20887,>hsa-miR-17-5p,>ENST00000546682.5,,,0,
20888,>hsa-miR-124-3p,>ENST00000546682.5,,,0,
20889,>hsa-miR-150-5p,>ENST00000437621.6,,,0,
20890,>hsa-miR-92b-3p,>ENST00000437028.5,,,0,
20891,>hsa-miR-195-5p,>ENST00000602609.1,,,0,
20892,>hsa-miR-433-3p,>ENST00000443799.5,,,1,
20893,>hsa-miR-139-5p,>ENST00000590932.5,,,1,
20894,>hsa-miR-146b-5p,>ENST00000501122.2,,,1,
20895,>hsa-miR-148b-3p,>ENST00000564686.5,,,0,
20896,>hsa-miR-520c-3p,>ENST00000589255.5,,,1,
20897,>hsa-miR-30a-5p,>ENST00000589451.1,,,1,
20898,>hsa-miR-302d-3p,>ENST00000520944.5,,,0,
20899,>hsa-miR-26a-5p,>ENST00000523354.1,,,1,
20900,>hsa-miR-519d-3p,>ENST00000623598.1,,,1,
20901,>hsa-miR-455-5p,>ENST00000590274.1,,,0,
20902,>hsa-miR-199a-5p,>ENST00000549718.5,,,0,
20903,>hsa-miR-520a-3p,>ENST00000454129.5,,,1,
20904,>hsa-miR-495-3p,>ENST00000520714.5,,,0,
20905,>hsa-miR-29c-3p,>ENST00000524304.1,,,1,
20906,>hsa-miR-181b-5p,>ENST00000546682.5,,,1,
20907,>hsa-miR-17-5p,>ENST00000527641.1,,,0,
20908,>hsa-miR-16-5p,>ENST00000572453.1,,,1,
20909,>hsa-miR-186-5p,>ENST00000502125.6,,,0,
20910,>hsa-miR-153-3p,>ENST00000400282.6,,,1,
20911,>hsa-miR-23c,>ENST00000449680.5,,,0,
20912,>hsa-miR-590-5p,>ENST00000598754.1,,,0,
20913,>hsa-miR-497-5p,>ENST00000444998.1,,,1,
20914,>hsa-miR-330-5p,>ENST00000539975.5,,,1,
20915,>hsa-miR-485-5p,>ENST00000413721.5,,,1,
20916,>hsa-miR-196b-5p,>ENST00000430166.5,,,1,
20917,>hsa-miR-370-3p,>ENST00000562082.1,,,0,
20918,>hsa-miR-23b-3p,>ENST00000457390.1,,,0,
20919,>hsa-miR-216b-5p,>ENST00000562391.5,,,0,
20920,>hsa-miR-4429,>ENST00000474814.1,,,1,
20921,>hsa-miR-378a-3p,>ENST00000602319.1,,,1,
20922,>hsa-miR-20a-5p,>ENST00000486094.5,,,0,
20923,>hsa-miR-15b-5p,>ENST00000510764.1,,,0,
20924,>hsa-miR-106a-5p,>ENST00000566531.1,,,1,
20925,>hsa-miR-221-3p,>ENST00000423031.1,,,0,
20926,>hsa-miR-130a-3p,>ENST00000437781.5,,,0,
20927,>hsa-miR-106a-5p,>ENST00000433505.5,,,0,
20928,>hsa-miR-370-3p,>ENST00000520619.1,,,0,
20929,>hsa-miR-106b-5p,>ENST00000425005.5,,,1,
20930,>hsa-miR-455-5p,>ENST00000513868.6,,,1,
20931,>hsa-miR-302c-3p,>ENST00000594230.1,,,1,
20932,>hsa-miR-152-3p,>ENST00000498917.2,,,1,
20933,>hsa-miR-429,>ENST00000564206.1,,,1,
20934,>hsa-miR-326,>ENST00000533528.1,,,0,
20935,>hsa-miR-506-3p,>ENST00000596665.5,,,1,
20936,>hsa-miR-16-5p,>ENST00000457283.3,,,0,
20937,>hsa-miR-371a-5p,>ENST00000458698.6,,,0,
20938,>hsa-miR-374b-5p,>ENST00000425771.5,,,1,
20939,>hsa-miR-543,>ENST00000575722.1,,,0,
20940,>hsa-miR-506-3p,>ENST00000526243.1,,,0,
20941,>hsa-miR-433-3p,>ENST00000447563.5,,,0,
20942,>hsa-miR-15b-5p,>ENST00000526695.5,,,1,
20943,>hsa-miR-329-3p,>ENST00000455777.1,,,1,
20944,>hsa-miR-195-5p,>ENST00000580278.5,,,0,
20945,>hsa-miR-98-5p,>ENST00000584351.5,,,1,
20946,>hsa-miR-103a-3p,>ENST00000413961.5,,,1,
20947,>hsa-miR-329-3p,>ENST00000432741.5,,,1,
20948,>hsa-miR-125b-5p,>ENST00000417942.5,,,1,
20949,>hsa-miR-145-5p,>ENST00000616030.4,,,0,
20950,>hsa-miR-497-5p,>ENST00000546767.5,,,1,
20951,>hsa-miR-363-3p,>ENST00000424235.1,,,0,
20952,>hsa-miR-19a-3p,>ENST00000596058.5,,,0,
20953,>hsa-miR-15a-5p,>ENST00000580948.1,,,1,
20954,>hsa-miR-520c-3p,>ENST00000521231.1,,,0,
20955,>hsa-miR-23c,>ENST00000417232.6,,,0,
20956,>hsa-miR-424-5p,>ENST00000532226.1,,,1,
20957,>hsa-miR-615-3p,>ENST00000591237.1,,,0,
20958,>hsa-miR-23a-3p,>ENST00000585945.5,,,1,
20959,>hsa-miR-449b-5p,>ENST00000506314.1,,,0,
20960,>hsa-miR-181d-5p,>ENST00000452731.5,,,1,
20961,>hsa-miR-223-3p,>ENST00000458220.1,,,1,
20962,>hsa-miR-4306,>ENST00000437621.6,,,0,
20963,>hsa-miR-16-5p,>ENST00000502390.5,,,0,
20964,>hsa-miR-27b-3p,>ENST00000585451.5,,,1,
20965,>hsa-miR-362-3p,>ENST00000602587.5,,,1,
20966,>hsa-miR-20a-5p,>ENST00000421758.5,,,0,
20967,>hsa-miR-520a-3p,>ENST00000437028.5,,,0,
20968,>hsa-miR-15a-5p,>ENST00000520348.5,,,0,
20969,>hsa-miR-205-5p,>ENST00000565069.5,,,0,
20970,>hsa-miR-130b-3p,>ENST00000449741.1,,,1,
20971,>hsa-miR-20b-5p,>ENST00000573866.2,,,0,
20972,>hsa-miR-202-3p,>ENST00000518732.1,,,0,
20973,>hsa-miR-103a-3p,>ENST00000429781.1,,,0,
20974,>hsa-miR-195-5p,>ENST00000578265.5,,,1,
20975,>hsa-miR-139-5p,>ENST00000592750.5,,,1,
20976,>hsa-miR-216a-5p,>ENST00000484411.1,,,0,
20977,>hsa-miR-23c,>ENST00000421068.5,,,1,
20978,>hsa-miR-130a-3p,>ENST00000486015.1,,,0,
20979,>hsa-miR-136-5p,>ENST00000563750.1,,,1,
20980,>hsa-miR-17-5p,>ENST00000579125.1,,,1,
20981,>hsa-miR-302a-3p,>ENST00000499948.2,,,0,
20982,>hsa-miR-448,>ENST00000551597.6,,,1,
20983,>hsa-miR-106b-5p,>ENST00000439494.1,,,0,
20984,>hsa-miR-196b-5p,>ENST00000506039.1,,,0,
20985,>hsa-miR-422a,>ENST00000566291.1,,,0,
20986,>hsa-miR-7-5p,>ENST00000560545.1,,,1,
20987,>hsa-miR-708-5p,>ENST00000420074.1,,,1,
20988,>hsa-miR-15b-5p,>ENST00000566537.1,,,0,
20989,>hsa-miR-551a,>ENST00000546682.5,,,0,
20990,>hsa-miR-30b-5p,>ENST00000467944.5,,,0,
20991,>hsa-miR-3139,>ENST00000553985.1,,,0,
20992,>hsa-miR-30d-5p,>ENST00000602516.1,,,1,
20993,>hsa-miR-202-3p,>ENST00000505637.1,,,1,
20994,>hsa-miR-4735-3p,>ENST00000559368.5,,,1,
20995,>hsa-miR-497-5p,>ENST00000535078.1,,,1,
20996,>hsa-miR-520c-3p,>ENST00000602089.5,,,0,
20997,>hsa-miR-18a-5p,>ENST00000567644.5,,,1,
20998,>hsa-miR-103a-3p,>ENST00000421648.1,,,1,
20999,>hsa-miR-19b-3p,>ENST00000566291.1,,,0,
21000,>hsa-miR-101-3p,>ENST00000539303.5,,,1,
21001,>hsa-miR-338-3p,>ENST00000436200.2,,,1,
21002,>hsa-miR-499a-5p,>ENST00000602698.5,,,1,
21003,>hsa-miR-181c-5p,>ENST00000561622.1,,,1,
21004,>hsa-miR-4735-3p,>ENST00000568087.5,,,1,
21005,>hsa-miR-3118,>ENST00000593438.1,,,0,
21006,>hsa-miR-197-3p,>ENST00000514288.5,,,0,
21007,>hsa-miR-374b-5p,>ENST00000439794.6,,,1,
21008,>hsa-miR-19a-3p,>ENST00000446698.5,,,0,
21009,>hsa-miR-195-5p,>ENST00000586831.5,,,1,
21010,>hsa-miR-376b-3p,>ENST00000560067.1,,,0,
21011,>hsa-miR-140-5p,>ENST00000522618.1,,,0,
21012,>hsa-miR-429,>ENST00000584199.5,,,1,
21013,>hsa-miR-424-5p,>ENST00000467069.6,,,0,
21014,>hsa-miR-455-5p,>ENST00000601572.5,,,0,
21015,>hsa-miR-130b-3p,>ENST00000590186.5,,,0,
21016,>hsa-miR-520d-3p,>ENST00000524048.1,,,1,
21017,>hsa-miR-497-5p,>ENST00000464612.5,,,1,
21018,>hsa-miR-103a-3p,>ENST00000435966.1,,,1,
21019,>hsa-miR-22-3p,>ENST00000499499.2,,,0,
21020,>hsa-miR-371a-5p,>ENST00000579383.5,,,1,
21021,>hsa-miR-4429,>ENST00000525716.2,,,0,
21022,>hsa-miR-330-5p,>ENST00000478103.6,,,1,
21023,>hsa-miR-92a-3p,>ENST00000528549.1,,,1,
21024,>hsa-miR-451a,>ENST00000555968.1,,,0,
21025,>hsa-miR-200c-3p,>ENST00000602192.1,,,0,
21026,>hsa-miR-374a-5p,>ENST00000434796.5,,,1,
21027,>hsa-miR-106a-5p,>ENST00000444126.5,,,1,
21028,>hsa-miR-93-5p,>ENST00000445450.1,,,0,
21029,>hsa-miR-148b-3p,>ENST00000558929.5,,,0,
21030,>hsa-miR-130a-3p,>ENST00000439494.1,,,0,
21031,>hsa-miR-22-3p,>ENST00000414393.5,,,1,
21032,>hsa-miR-377-3p,>ENST00000562298.1,,,1,
21033,>hsa-miR-149-5p,>ENST00000502433.5,,,0,
21034,>hsa-miR-195-5p,>ENST00000588716.5,,,1,
21035,>hsa-miR-224-5p,>ENST00000555578.1,,,0,
21036,>hsa-miR-34c-5p,>ENST00000523859.1,,,0,
21037,>hsa-miR-367-3p,>ENST00000429932.1,,,0,
21038,>hsa-miR-302c-3p,>ENST00000499418.2,,,0,
21039,>hsa-miR-20b-5p,>ENST00000499521.2,,,1,
21040,>hsa-miR-302d-3p,>ENST00000579024.5,,,0,
21041,>hsa-miR-140-5p,>ENST00000587278.1,,,0,
21042,>hsa-miR-216b-5p,>ENST00000507916.6,,,1,
21043,>hsa-miR-15b-5p,>ENST00000423178.6,,,1,
21044,>hsa-miR-18b-5p,>ENST00000425771.5,,,1,
21045,>hsa-miR-206,>ENST00000449469.5,,,0,
21046,>hsa-miR-20a-5p,>ENST00000568394.1,,,0,
21047,>hsa-miR-544a,>ENST00000414894.1,,,1,
21048,>hsa-miR-23a-3p,>ENST00000443642.1,,,0,
21049,>hsa-miR-378e,>ENST00000541775.5,,,0,
21050,>hsa-miR-449b-5p,>ENST00000588925.5,,,0,
21051,>hsa-miR-424-5p,>ENST00000419697.1,,,1,
21052,>hsa-miR-4429,>ENST00000421253.1,,,0,
21053,>hsa-miR-18a-5p,>ENST00000421068.5,,,1,
21054,>hsa-miR-149-5p,>ENST00000442293.5,,,0,
21055,>hsa-miR-424-5p,>ENST00000560812.5,,,1,
21056,>hsa-miR-30d-5p,>ENST00000456880.1,,,0,
21057,>hsa-miR-210-3p,>ENST00000437621.6,,,1,
21058,>hsa-miR-195-5p,>ENST00000582038.2,,,1,
21059,>hsa-miR-185-5p,>ENST00000417942.5,,,1,
21060,>hsa-miR-3619-5p,>ENST00000565416.1,,,0,
21061,>hsa-miR-92b-3p,>ENST00000504474.5,,,1,
21062,>hsa-miR-125b-5p,>ENST00000569711.1,,,1,
21063,>hsa-miR-338-3p,>ENST00000546767.5,,,1,
21064,>hsa-miR-497-5p,>ENST00000513489.5,,,0,
21065,>hsa-miR-324-5p,>ENST00000520924.5,,,1,
21066,>hsa-miR-125a-5p,>ENST00000570843.1,,,1,
21067,>hsa-miR-195-5p,>ENST00000487102.5,,,0,
21068,>hsa-miR-485-5p,>ENST00000414075.5,,,1,
21069,>hsa-miR-520c-3p,>ENST00000428922.5,,,0,
21070,>hsa-miR-140-5p,>ENST00000413721.5,,,0,
21071,>hsa-miR-519d-3p,>ENST00000456876.1,,,1,
21072,>hsa-miR-98-5p,>ENST00000602322.1,,,1,
21073,>hsa-miR-182-5p,>ENST00000414894.1,,,1,
21074,>hsa-miR-3167,>ENST00000430416.5,,,1,
21075,>hsa-miR-15a-5p,>ENST00000508353.5,,,1,
21076,>hsa-miR-4500,>ENST00000550118.2,,,1,
21077,>hsa-miR-26a-5p,>ENST00000602975.1,,,0,
21078,>hsa-miR-485-5p,>ENST00000434796.5,,,1,
21079,>hsa-miR-448,>ENST00000555379.1,,,0,
21080,>hsa-miR-17-5p,>ENST00000591956.1,,,1,
21081,>hsa-miR-429,>ENST00000595673.1,,,0,
21082,>hsa-miR-200c-3p,>ENST00000442860.5,,,0,
21083,>hsa-miR-3139,>ENST00000588753.1,,,1,
21084,>hsa-miR-25-3p,>ENST00000592716.1,,,1,
21085,>hsa-miR-133a-3p,>ENST00000424730.5,,,0,
21086,>hsa-miR-134-5p,>ENST00000421019.1,,,1,
21087,>hsa-miR-373-3p,>ENST00000586232.5,,,1,
21088,>hsa-miR-141-3p,>ENST00000504769.5,,,1,
21089,>hsa-miR-301a-3p,>ENST00000423178.6,,,0,
21090,>hsa-miR-339-5p,>ENST00000584351.5,,,1,
21091,>hsa-miR-132-3p,>ENST00000567286.5,,,0,
21092,>hsa-miR-1271-5p,>ENST00000591854.5,,,0,
21093,>hsa-miR-378d,>ENST00000500197.6,,,0,
21094,>hsa-miR-543,>ENST00000560706.5,,,1,
21095,>hsa-miR-708-5p,>ENST00000449680.5,,,0,
21096,>hsa-miR-329-3p,>ENST00000515123.1,,,0,
21097,>hsa-miR-206,>ENST00000358073.2,,,1,
21098,>hsa-miR-140-5p,>ENST00000560545.1,,,1,
21099,>hsa-miR-874-3p,>ENST00000430853.5,,,1,
21100,>hsa-miR-29a-3p,>ENST00000458220.1,,,1,
21101,>hsa-miR-199a-5p,>ENST00000460249.5,,,1,
21102,>hsa-miR-15a-5p,>ENST00000593653.1,,,0,
21103,>hsa-miR-411-5p,>ENST00000594488.5,,,1,
21104,>hsa-miR-214-3p,>ENST00000437643.1,,,1,
21105,>hsa-miR-92b-3p,>ENST00000531702.1,,,0,
21106,>hsa-miR-135a-5p,>ENST00000425771.5,,,1,
21107,>hsa-miR-497-5p,>ENST00000521600.5,,,1,
21108,>hsa-miR-421,>ENST00000446816.1,,,1,
21109,>hsa-miR-185-5p,>ENST00000498199.1,,,1,
21110,>hsa-miR-15b-5p,>ENST00000600477.5,,,0,
21111,>hsa-miR-128-3p,>ENST00000445680.1,,,0,
21112,>hsa-miR-18a-5p,>ENST00000549796.1,,,0,
21113,>hsa-miR-196a-5p,>ENST00000586232.5,,,1,
21114,>hsa-miR-146a-5p,>ENST00000501122.2,,,1,
21115,>hsa-miR-520d-3p,>ENST00000518046.1,,,1,
21116,>hsa-miR-302b-3p,>ENST00000586974.5,,,1,
21117,>hsa-miR-30e-5p,>ENST00000591896.5,,,1,
21118,>hsa-miR-106b-5p,>ENST00000566583.5,,,1,
21119,>hsa-miR-214-3p,>ENST00000417557.1,,,1,
21120,>hsa-miR-302d-3p,>ENST00000447832.1,,,0,
21121,>hsa-miR-18b-5p,>ENST00000432411.1,,,0,
21122,>hsa-miR-214-3p,>ENST00000435921.6,,,0,
21123,>hsa-miR-204-5p,>ENST00000454935.1,,,0,
21124,>hsa-miR-34a-5p,>ENST00000602587.5,,,1,
21125,>hsa-miR-372-3p,>ENST00000333145.9,,,0,
21126,>hsa-miR-4295,>ENST00000423031.1,,,0,
21127,>hsa-miR-3666,>ENST00000418300.1,,,0,
21128,>hsa-miR-326,>ENST00000539975.5,,,1,
21129,>hsa-miR-30e-5p,>ENST00000417691.1,,,1,
21130,>hsa-miR-340-5p,>ENST00000594152.5,,,1,
21131,>hsa-miR-7-5p,>ENST00000428044.5,,,1,
21132,>hsa-miR-326,>ENST00000589451.1,,,0,
21133,>hsa-miR-485-5p,>ENST00000420644.1,,,0,
21134,>hsa-miR-539-5p,>ENST00000565069.5,,,0,
21135,>hsa-miR-107,>ENST00000456104.5,,,1,
21136,>hsa-miR-4465,>ENST00000520619.1,,,1,
21137,>hsa-miR-543,>ENST00000452731.5,,,1,
21138,>hsa-miR-20a-5p,>ENST00000524131.5,,,0,
21139,>hsa-miR-149-5p,>ENST00000591332.5,,,0,
21140,>hsa-miR-3139,>ENST00000420350.1,,,1,
21141,>hsa-miR-361-5p,>ENST00000623598.1,,,1,
21142,>hsa-miR-4429,>ENST00000602609.1,,,0,
21143,>hsa-miR-488-3p,>ENST00000471864.1,,,1,
21144,>hsa-miR-20b-5p,>ENST00000451759.5,,,1,
21145,>hsa-miR-301a-3p,>ENST00000425595.5,,,1,
21146,>hsa-miR-326,>ENST00000583558.1,,,0,
21147,>hsa-miR-30b-5p,>ENST00000536662.5,,,1,
21148,>hsa-miR-149-5p,>ENST00000514288.5,,,0,
21149,>hsa-miR-302a-3p,>ENST00000596050.5,,,0,
21150,>hsa-miR-92a-3p,>ENST00000514255.1,,,1,
21151,>hsa-miR-200b-3p,>ENST00000565139.1,,,0,
21152,>hsa-miR-30e-5p,>ENST00000551146.5,,,0,
21153,>hsa-miR-9-5p,>ENST00000333145.9,,,0,
21154,>hsa-miR-130b-3p,>ENST00000501715.6,,,1,
21155,>hsa-miR-196b-5p,>ENST00000504409.3,,,0,
21156,>hsa-miR-18a-5p,>ENST00000508123.1,,,0,
21157,>hsa-miR-16-5p,>ENST00000499499.2,,,0,
21158,>hsa-miR-29a-3p,>ENST00000430245.5,,,1,
21159,>hsa-miR-4262,>ENST00000450963.5,,,0,
21160,>hsa-miR-495-3p,>ENST00000560545.1,,,1,
21161,>hsa-miR-211-5p,>ENST00000453790.1,,,0,
21162,>hsa-miR-599,>ENST00000448465.1,,,0,
21163,>hsa-miR-26a-5p,>ENST00000439440.1,,,1,
21164,>hsa-miR-196b-5p,>ENST00000586232.5,,,1,
21165,>hsa-miR-379-5p,>ENST00000501122.2,,,1,
21166,>hsa-miR-218-5p,>ENST00000590369.1,,,1,
21167,>hsa-miR-761,>ENST00000456104.5,,,1,
21168,>hsa-miR-23a-3p,>ENST00000586974.5,,,1,
21169,>hsa-miR-424-5p,>ENST00000444126.5,,,1,
21170,>hsa-miR-224-5p,>ENST00000421927.1,,,1,
21171,>hsa-miR-141-3p,>ENST00000423419.1,,,0,
21172,>hsa-miR-211-5p,>ENST00000625218.1,,,1,
21173,>hsa-miR-4770,>ENST00000556613.1,,,0,
21174,>hsa-miR-3167,>ENST00000473550.1,,,1,
21175,>hsa-miR-20b-5p,>ENST00000594358.5,,,0,
21176,>hsa-miR-129-5p,>ENST00000501008.2,,,0,
21177,>hsa-miR-27a-3p,>ENST00000489488.1,,,0,
21178,>hsa-miR-374a-5p,>ENST00000630598.1,,,1,
21179,>hsa-miR-613,>ENST00000571138.5,,,1,
21180,>hsa-miR-122-5p,>ENST00000440438.6,,,1,
21181,>hsa-miR-20a-5p,>ENST00000429289.5,,,0,
21182,>hsa-miR-204-5p,>ENST00000502041.2,,,1,
21183,>hsa-miR-216a-5p,>ENST00000438608.5,,,0,
21184,>hsa-miR-520a-3p,>ENST00000627197.1,,,1,
21185,>hsa-miR-449b-5p,>ENST00000456104.5,,,1,
21186,>hsa-miR-204-5p,>ENST00000587128.1,,,0,
21187,>hsa-miR-1271-5p,>ENST00000505668.1,,,0,
21188,>hsa-miR-653-5p,>ENST00000456633.1,,,0,
21189,>hsa-miR-373-3p,>ENST00000510764.1,,,0,
21190,>hsa-miR-31-5p,>ENST00000542086.5,,,1,
21191,>hsa-miR-424-5p,>ENST00000456104.5,,,1,
21192,>hsa-miR-338-3p,>ENST00000521090.5,,,1,
21193,>hsa-miR-107,>ENST00000536949.1,,,1,
21194,>hsa-miR-15a-5p,>ENST00000582881.1,,,0,
21195,>hsa-miR-488-3p,>ENST00000429456.1,,,1,
21196,>hsa-miR-135a-5p,>ENST00000561256.5,,,0,
21197,>hsa-miR-383-5p,>ENST00000515123.1,,,1,
21198,>hsa-miR-3619-5p,>ENST00000508590.1,,,1,
21199,>hsa-miR-29b-3p,>ENST00000562691.2,,,0,
21200,>hsa-miR-449a,>ENST00000413791.5,,,1,
21201,>hsa-miR-15b-5p,>ENST00000595302.1,,,0,
21202,>hsa-miR-382-5p,>ENST00000594752.5,,,0,
