A,B,Label
mtr-miR319a-3p,lcl_Mtruncatula_Medtr7g095490.1,1
mtr-miR2587a,lcl_Mtruncatula_Medtr6g066100.2,0
gma-miR4414b,lcl_Gmax_Glyma.03G204900.1,1
gma-miR1520d,lcl_Gmax_Glyma.13G315600.1,0
ath-miR168a-3p,lcl_Athaliana_AT4G08230.2,1
ath-miR864-3p,CNT2086203,0
mtr-miR399t-5p,lcl_Mtruncatula_Medtr6g024105.1,1
mtr-miR156e,lcl_Mtruncatula_Medtr5g081650.3,0
gma-miR399m,lcl_Gmax_Glyma.07G170400.1,1
gma-miR1524,lcl_Gmax_Glyma.01G175700.11,0
ath-miR397a,lcl_Athaliana_AT1G57540.2,1
ath-miR829-3p.2,CNT2086137,0
mtr-miR169j,lcl_Mtruncatula_Medtr2g103480.1,1
mtr-miR2087-5p,lcl_Mtruncatula_Medtr5g084410.3,0
gma-miR482e,lcl_Gmax_Glyma.17G019700.1,1
gma-miR393b,lcl_Gmax_Glyma.20G134300.1,0
ath-miR5646,CNT2087557,1
ath-miR5014b,NONATHT003535,0
mtr-miR5275,lcl_Mtruncatula_Medtr6g465940.1,1
mtr-miR7698-3p,lcl_Mtruncatula_Medtr6g066100.2,0
gma-miR319i,lcl_Gmax_Glyma.19G254400.1,1
gma-miR5767,lcl_Gmax_Glyma.04G179600.1,0
ath-miR4228-5p,lcl_Athaliana_AT2G21187.1,1
ath-miR5654-3p,CNT2085214,0
mtr-miR319d-5p,lcl_Mtruncatula_Medtr5g011760.1,1
mtr-miR5556-3p,lcl_Mtruncatula_Medtr2g009910.2,0
gma-miR1446,lcl_Gmax_Glyma.10G213300.2,1
gma-miR1535b,lcl_Gmax_Glyma.18G290700.4,0
ath-miR5654-3p,lcl_Athaliana_AT4G02317.1,1
ath-miR159c,NONATHT001293,0
mtr-miR2675,lcl_Mtruncatula_Medtr3g050830.1,1
mtr-miR5741a,lcl_Mtruncatula_Medtr4g049300.2,0
gma-miR4414a-5p,lcl_Gmax_Glyma.09G094900.1,1
gma-miR530a,lcl_Gmax_Glyma.10G033300.1,0
ath-miR168a-5p,lcl_Athaliana_AT1G47485.1,1
ath-miR5633,lcl_Athaliana_AT1G36140.1,0
mtr-miR159b,lcl_Mtruncatula_Medtr4g083520.1,1
mtr-miR172b,lcl_Mtruncatula_Medtr8g043400.3,0
gma-miR394b-3p,lcl_Gmax_Glyma.17G057000.2,1
gma-miR10447,lcl_Gmax_Glyma.13G020800.1,0
ath-miR5635a,CNT2088607,1
ath-miR863-5p,lcl_Athaliana_AT5G29890.2,0
mtr-miR399t-5p,lcl_Mtruncatula_Medtr4g123010.1,1
mtr-miR2649,lcl_Mtruncatula_Medtr1g095390.2,0
gma-miR1523b,lcl_Gmax_Glyma.12G010400.2,1
gma-miR5031,lcl_Gmax_Glyma.16G121100.1,0
ath-miR5643a,CNT2086122,1
ath-miR866-3p,CNT2087094,0
mtr-miR168b,lcl_Mtruncatula_Medtr7g091260.2,1
mtr-miR1507-3p,lcl_Mtruncatula_Medtr0101s0020.3,0
gma-miR5037d,lcl_Gmax_Glyma.15G036500.1,1
gma-miR171o-5p,lcl_Gmax_Glyma.01G220500.1,0
ath-miR832-5p,CNT2088605,1
ath-miR166a-5p,CNT2085772,0
mtr-miR5206b,lcl_Mtruncatula_Medtr3g452080.1,1
mtr-miR5224b,lcl_Mtruncatula_Medtr1g095390.2,0
gma-miR4414a-5p,lcl_Gmax_Glyma.17G122800.1,1
gma-miR171k-3p,lcl_Gmax_Glyma.05G148600.1,0
ath-miR5020a,CNT2087797,1
ath-miR5652,CNT2086398,0
mtr-miR5266,lcl_Mtruncatula_Medtr7g055827.1,1
mtr-miR5256,lcl_Mtruncatula_Medtr7g090430.1,0
gma-miR4363,lcl_Gmax_Glyma.16G167000.1,1
gma-miR4415a-3p,lcl_Gmax_Glyma.04G179600.1,0
ath-miR169f-3p,CNT2086460,1
ath-miR781a,CNT2086060,0
mtr-miR2670f,lcl_Mtruncatula_Medtr3g095690.1,1
mtr-miR5205a,lcl_Mtruncatula_Medtr5g084410.3,0
gma-miR391-5p,lcl_Gmax_Glyma.17G207200.1,1
gma-miR4362,lcl_Gmax_Glyma.16G121100.1,0
ath-miR394b-3p,lcl_Athaliana_AT5G48175.1,1
ath-miR866-3p,CNT2086715,0
mtr-miR2672,lcl_Mtruncatula_Medtr5g029510.1,1
mtr-miR5272a,lcl_Mtruncatula_Medtr1g086180.1,0
gma-miR530b,lcl_Gmax_Glyma.13G050100.1,1
gma-miR10199,lcl_Gmax_Glyma.04G050100.1,0
ath-miR8165,CNT2085994,1
ath-miR1887,lcl_Athaliana_AT3G60480.1,0
mtr-miR5277,lcl_Mtruncatula_Medtr1g108720.1,1
mtr-miR2675,lcl_Mtruncatula_Medtr2g009910.1,0
gma-miR5377,lcl_Gmax_Glyma.01G098500.1,1
gma-miR162a,lcl_Gmax_Glyma.20G134300.1,0
ath-miR167a-5p,NONATHT000530,1
ath-miR837-5p,lcl_Athaliana_AT1G24148.2,0
mtr-miR2592b-5p,lcl_Mtruncatula_Medtr6g082780.1,1
mtr-miR2653a,lcl_Mtruncatula_Medtr3g053460.2,0
gma-miR164a,lcl_Gmax_Glyma.16G118300.1,1
gma-miR9730,lcl_Gmax_Glyma.02G248900.1,0
ath-miR5646,lcl_Athaliana_AT5G15725.1,1
ath-miR416,CNT2086035,0
mtr-miR399k,lcl_Mtruncatula_Medtr6g084150.1,1
mtr-miR319a-3p,lcl_Mtruncatula_Medtr3g109685.1,0
gma-miR482a-3p,lcl_Gmax_Glyma.17G197800.1,1
gma-miR319f,lcl_Gmax_Glyma.10G098800.1,0
ath-miR472-3p,NONATHT002284,1
ath-miR5633,NONATHT003667,0
mtr-miR5214-3p,lcl_Mtruncatula_Medtr2g034330.1,1
mtr-miR5286a,lcl_Mtruncatula_Medtr7g102320.4,0
gma-miR5763a,lcl_Gmax_Glyma.13G260200.1,1
gma-miR4995,lcl_Gmax_Glyma.19G112400.1,0
ath-miR172a,lcl_Athaliana_AT5G43695.1,1
ath-miR5664,lcl_Athaliana_AT1G52905.1,0
mtr-miR5276,lcl_Mtruncatula_Medtr6g011260.1,1
mtr-miR160c,lcl_Mtruncatula_Medtr7g111640.2,0
gma-miR4416c-3p,lcl_Gmax_Glyma.09G036600.1,1
gma-miR9732,lcl_Gmax_Glyma.02G160000.1,0
ath-miR156c-3p,lcl_Athaliana_AT4G10270.1,1
ath-miR414,lcl_Athaliana_AT1G67105.1,0
mtr-miR5281a,lcl_Mtruncatula_Medtr2g097920.1,1
mtr-miR319a-5p,lcl_Mtruncatula_Medtr7g108080.1,0
gma-miR4995,lcl_Gmax_Glyma.20G128200.1,1
gma-miR156r,lcl_Gmax_Glyma.15G110100.1,0
ath-miR854a,lcl_Athaliana_AT4G22520.1,1
ath-miR413,lcl_Athaliana_AT5G08535.2,0
mtr-miR5219,lcl_Mtruncatula_Medtr0219s0040.1,1
mtr-miR2670a,lcl_Mtruncatula_Medtr5g084410.3,0
gma-miR156f,lcl_Gmax_Glyma.14G013200.3,1
gma-miR319n,lcl_Gmax_Glyma.02G111100.1,0
ath-miR162a-5p,CNT2085120,1
ath-miR5628,CNT2086310,0
mtr-miR319c-5p,lcl_Mtruncatula_Medtr7g023150.1,1
mtr-miR396c,lcl_Mtruncatula_Medtr1g107440.5,0
gma-miR4355,lcl_Gmax_Glyma.20G027700.1,1
gma-miR9746a,lcl_Gmax_Glyma.17G191700.1,0
ath-miR5653,NONATHT001240,1
ath-miR8121,lcl_Athaliana_AT5G35336.1,0
mtr-miR5224b,lcl_Mtruncatula_Medtr8g040140.1,1
mtr-miR2111c,lcl_Mtruncatula_Medtr5g084410.3,0
gma-miR4993,lcl_Gmax_Glyma.01G119100.1,1
gma-miR10409,lcl_Gmax_Glyma.15G272500.1,0
ath-miR157a-3p,lcl_Athaliana_AT4G37432.1,1
ath-miR3932a,NONATHT002745,0
mtr-miR2639,lcl_Mtruncatula_Medtr6g046430.1,1
mtr-miR168b,lcl_Mtruncatula_Medtr1g095390.2,0
gma-miR4414a-5p,lcl_Gmax_Glyma.16G101400.1,1
gma-miR166p,lcl_Gmax_Glyma.20G107000.1,0
ath-miR172c,lcl_Athaliana_AT1G05575.1,1
ath-miR826a,NONATHT002818,0
mtr-miR398a-5p,lcl_Mtruncatula_Medtr7g033655.1,1
mtr-miR5557-3p,lcl_Mtruncatula_Medtr7g078390.1,0
gma-miR5783,lcl_Gmax_Glyma.03G150000.1,1
gma-miR166a-5p,lcl_Gmax_Glyma.12G082900.1,0
ath-miR393b-3p,CNT2087123,1
ath-miR5661,CNT2088560,0
mtr-miR5560-3p,lcl_Mtruncatula_Medtr6g071445.1,1
mtr-miR5753,lcl_Mtruncatula_Medtr5g074570.1,0
gma-miR5037a,lcl_Gmax_Glyma.01G118600.1,1
gma-miR10191,lcl_Gmax_Glyma.06G207900.2,0
ath-miR831-5p,lcl_Athaliana_AT3G06125.3,1
ath-miR830-3p,CNT2085706,0
mtr-miR166d,lcl_Mtruncatula_Medtr8g026770.1,1
mtr-miR5224b,lcl_Mtruncatula_Medtr2g031430.1,0
gma-miR4416b,lcl_Gmax_Glyma.12G184100.1,1
gma-miR9729,lcl_Gmax_Glyma.15G261000.1,0
ath-miR854a,CNT2085428,1
ath-miR829-3p.2,NONATHT000258,0
mtr-miR2119,lcl_Mtruncatula_Medtr4g091085.1,1
mtr-miR5272f,lcl_Mtruncatula_Medtr8g074520.1,0
gma-miR482a-3p,lcl_Gmax_Glyma.18G061600.2,1
gma-miR10186a,lcl_Gmax_Glyma.02G143900.2,0
ath-miR779.1,CNT2085667,1
ath-miR5026,CNT2087173,0
mtr-miR2087-3p,lcl_Mtruncatula_Medtr5g084550.1,1
mtr-miR2674,lcl_Mtruncatula_Medtr8g022410.1,0
gma-miR5044,lcl_Gmax_Glyma.08G174000.1,1
gma-miR393h,lcl_Gmax_Glyma.U035100.2,0
ath-miR168a-5p,CNT2088704,1
ath-miR8178,CNT2087039,0
mtr-miR408-5p,lcl_Mtruncatula_Medtr2g039645.1,1
mtr-miR5288,lcl_Mtruncatula_Medtr5g081650.3,0
gma-miR171b-5p,lcl_Gmax_Glyma.15G036500.1,1
gma-miR4373,lcl_Gmax_Glyma.16G020900.1,0
ath-miR169f-3p,CNT2086459,1
ath-miR5017-5p,lcl_Athaliana_AT4G00280.1,0
mtr-miR399t-5p,lcl_Mtruncatula_Medtr7g106090.1,1
mtr-miR5742,lcl_Mtruncatula_Medtr0016s0040.1,0
gma-miR159b-3p,lcl_Gmax_Glyma.13G191500.1,1
gma-miR9754,lcl_Gmax_Glyma.U032600.1,0
ath-miR169a-5p,lcl_Athaliana_AT3G30212.1,1
ath-miR169d,lcl_Athaliana_AT5G28712.1,0
mtr-miR156b-3p,lcl_Mtruncatula_Medtr4g108640.1,1
mtr-miR2592s-3p,lcl_Mtruncatula_Medtr8g087480.1,0
gma-miR4414a-5p,lcl_Gmax_Glyma.04G054500.1,1
gma-miR1520l,lcl_Gmax_Glyma.02G160000.1,0
ath-miR5665,lcl_Athaliana_AT1G70270.1,1
ath-miR830-3p,NONATHT003351,0
mtr-miR156a,lcl_Mtruncatula_Medtr8g012675.1,1
mtr-miR2592bl-3p,lcl_Mtruncatula_Medtr4g049300.2,0
gma-miR482b-3p,lcl_Gmax_Glyma.02G119900.1,1
gma-miR4414a-5p,lcl_Gmax_Glyma.19G119500.1,0
ath-miR319a,NONATHT000112,1
ath-miR5628,lcl_Athaliana_AT3G50680.1,0
mtr-miR2586b,lcl_Mtruncatula_Medtr2g009733.1,1
mtr-miR2619b-3p,lcl_Mtruncatula_Medtr2g031430.1,0
gma-miR169l-3p,lcl_Gmax_Glyma.18G006500.1,1
gma-miR5670b,lcl_Gmax_Glyma.05G080300.3,0
ath-miR393b-3p,CNT2085958,1
ath-miR5024-5p,CNT2085142,0
mtr-miR408-3p,lcl_Mtruncatula_Medtr3g463470.1,1
mtr-miR5212-3p,lcl_Mtruncatula_Medtr1g086180.2,0
gma-miR1520d,lcl_Gmax_Glyma.20G039700.1,1
gma-miR9757,lcl_Gmax_Glyma.05G148600.1,0
ath-miR2934-5p,NONATHT000330,1
ath-miR169d,CNT2085909,0
mtr-miR399j,lcl_Mtruncatula_Medtr8g099205.1,1
mtr-miR397-5p,lcl_Mtruncatula_Medtr2g023920.2,0
gma-miR482b-5p,lcl_Gmax_Glyma.02G300800.1,1
gma-miR1520b,lcl_Gmax_Glyma.18G290700.4,0
ath-miR780.1,CNT2086475,1
ath-miR780.1,CNT2085611,0
mtr-miR5206b,lcl_Mtruncatula_Medtr4g025750.1,1
mtr-miR5206b,lcl_Mtruncatula_Medtr0101s0020.2,0
gma-miR156z,lcl_Gmax_Glyma.05G027500.1,1
gma-miR5030,lcl_Gmax_Glyma.14G072000.1,0
ath-miR8175,NONATHT003482,1
ath-miR842,CNT2084870,0
mtr-miR319a-5p,lcl_Mtruncatula_Medtr7g025780.1,1
mtr-miR5759,lcl_Mtruncatula_Medtr3g109685.1,0
gma-miR10199,lcl_Gmax_Glyma.18G270200.3,1
gma-miR4343a,lcl_Gmax_Glyma.07G094600.1,0
ath-miR393b-3p,CNT2087119,1
ath-miR827,lcl_Athaliana_AT1G03106.1,0
mtr-miR5270a,lcl_Mtruncatula_Medtr3g115060.1,1
mtr-miR2606a,lcl_Mtruncatula_Medtr7g096640.2,0
gma-miR4993,lcl_Gmax_Glyma.05G061200.2,1
gma-miR319f,lcl_Gmax_Glyma.17G124000.1,0
ath-miR162a-5p,lcl_Athaliana_AT2G10895.1,1
ath-miR5645c,CNT2087539,0
mtr-miR164d,lcl_Mtruncatula_Medtr3g010630.1,1
mtr-miR5562-3p,lcl_Mtruncatula_Medtr3g053460.2,0
gma-miR1507c-5p,lcl_Gmax_Glyma.07G087200.1,1
gma-miR171k-5p,lcl_Gmax_Glyma.15G272500.1,0
ath-miR832-5p,NONATHT001120,1
ath-miR846-3p,CNT2087055,0
mtr-miR166b,lcl_Mtruncatula_Medtr7g104880.1,1
mtr-miR2661,lcl_Mtruncatula_Medtr5g081650.3,0
gma-miR167k,lcl_Gmax_Glyma.14G108900.1,1
gma-miR5031,lcl_Gmax_Glyma.02G248900.1,0
ath-miR3440b-5p,NONATHT003698,1
ath-miR2939,CNT2088061,0
mtr-miR408-3p,lcl_Mtruncatula_Medtr5g081950.1,1
mtr-miR399t-5p,lcl_Mtruncatula_Medtr0101s0020.4,0
gma-miR398c,lcl_Gmax_Glyma.01G066800.1,1
gma-miR3522,lcl_Gmax_Glyma.04G113900.1,0
ath-miR399e,CNT2088722,1
ath-miR5637,CNT2086153,0
mtr-miR2679a,lcl_Mtruncatula_Medtr2g034100.1,1
mtr-miR169k,lcl_Mtruncatula_Medtr6g007970.1,0
gma-miR2118a-5p,lcl_Gmax_Glyma.18G226700.1,1
gma-miR2119,lcl_Gmax_Glyma.20G104100.1,0
ath-miR171b-3p,CNT2085558,1
ath-miR5634,CNT2087649,0
mtr-miR2592bo-5p,lcl_Mtruncatula_Medtr1g062510.1,1
mtr-miR408-3p,lcl_Mtruncatula_Medtr4g049300.2,0
gma-miR159d,lcl_Gmax_Glyma.02G219900.1,1
gma-miR393c-5p,lcl_Gmax_Glyma.01G083400.2,0
ath-miR847,lcl_Athaliana_AT5G29026.1,1
ath-miR167a-5p,CNT2085626,0
mtr-miR408-5p,lcl_Mtruncatula_Medtr4g094448.1,1
mtr-miR7699-3p,lcl_Mtruncatula_Medtr2g009910.2,0
gma-miR5764,lcl_Gmax_Glyma.12G139700.1,1
gma-miR156p,lcl_Gmax_Glyma.13G164400.1,0
ath-miR848,lcl_Athaliana_AT3G29370.1,1
ath-miR5650,CNT2085519,0
mtr-miR5249,lcl_Mtruncatula_Medtr4g064803.1,1
mtr-miR396c,lcl_Mtruncatula_Medtr2g009910.1,0
gma-miR4379,lcl_Gmax_Glyma.08G357900.1,1
gma-miR171j-5p,lcl_Gmax_Glyma.18G210200.1,0
ath-miR771,CNT2085662,1
ath-miR426,CNT2086521,0
mtr-miR167a,lcl_Mtruncatula_Medtr6g023630.1,1
mtr-miR5558-5p,lcl_Mtruncatula_Medtr2g105240.5,0
gma-miR156e,lcl_Gmax_Glyma.02G300800.1,1
gma-miR167c,lcl_Gmax_Glyma.16G055000.2,0
ath-miR5657,NONATHT003266,1
ath-miR156f-3p,CNT2087854,0
mtr-miR319c-5p,lcl_Mtruncatula_Medtr8g479300.1,1
mtr-miR5205b,lcl_Mtruncatula_Medtr1g107440.2,0
gma-miR5037a,lcl_Gmax_Glyma.06G285900.4,1
gma-miR5375,lcl_Gmax_Glyma.07G094600.1,0
ath-miR156f-3p,lcl_Athaliana_AT2G05440.6,1
ath-miR393b-3p,CNT2088562,0
mtr-miR5207,lcl_Mtruncatula_Medtr7g092180.1,1
mtr-miR5206b,lcl_Mtruncatula_Medtr7g078390.1,0
gma-miR171e,lcl_Gmax_Glyma.02G084800.1,1
gma-miR5784,lcl_Gmax_Glyma.01G175700.6,0
ath-miR5651,lcl_Athaliana_AT5G63905.1,1
ath-miR403-3p,lcl_Athaliana_AT2G36030.1,0
mtr-miR168a,lcl_Mtruncatula_Medtr8g028375.1,1
mtr-miR399a,lcl_Mtruncatula_Medtr5g015470.1,0
gma-miR4408,lcl_Gmax_Glyma.20G036900.1,1
gma-miR159a-5p,lcl_Gmax_Glyma.02G106000.7,0
ath-miR5653,lcl_Athaliana_AT3G30830.1,1
ath-miR5642a,CNT2089101,0
mtr-miR408-3p,lcl_Mtruncatula_Medtr4g117730.1,1
mtr-miR398a-5p,lcl_Mtruncatula_Medtr0152s0100.1,0
gma-miR168a,lcl_Gmax_Glyma.08G340100.1,1
gma-miR395i,lcl_Gmax_Glyma.02G248900.1,0
ath-miR5023,lcl_Athaliana_AT3G48208.1,1
ath-miR5642a,CNT2089127,0
mtr-miR399l,lcl_Mtruncatula_Medtr8g081550.1,1
mtr-miR2111c,lcl_Mtruncatula_Medtr4g059760.1,0
gma-miR172f,lcl_Gmax_Glyma.03G040700.1,1
gma-miR482b-3p,lcl_Gmax_Glyma.07G051900.1,0
ath-miR842,NONATHT003460,1
ath-miR5656,CNT2087805,0
mtr-miR2670e,lcl_Mtruncatula_Medtr1g072400.1,1
mtr-miR2623,lcl_Mtruncatula_Medtr1g107440.6,0
gma-miR1515a,lcl_Gmax_Glyma.14G155400.1,1
gma-miR4414a-5p,lcl_Gmax_Glyma.12G061000.1,0
ath-miR404,lcl_Athaliana_AT3G48208.1,1
ath-miR171b-3p,CNT2085230,0
mtr-miR408-5p,lcl_Mtruncatula_Medtr2g054230.1,1
mtr-miR7698-5p,lcl_Mtruncatula_Medtr1g086180.2,0
gma-miR482e,lcl_Gmax_Glyma.05G045400.1,1
gma-miR403a,lcl_Gmax_Glyma.14G013200.1,0
ath-miR842,lcl_Athaliana_AT3G50540.1,1
ath-miR5637,CNT2085446,0
mtr-miR319a-3p,lcl_Mtruncatula_Medtr5g073870.1,1
mtr-miR1509b,lcl_Mtruncatula_Medtr2g009910.1,0
gma-miR1524,lcl_Gmax_Glyma.15G250300.1,1
gma-miR4413a,lcl_Gmax_Glyma.17G146200.1,0
ath-miR778,CNT2085128,1
ath-miR420,CNT2085697,0
mtr-miR1510b-5p,lcl_Mtruncatula_Medtr7g074520.1,1
mtr-miR5237,lcl_Mtruncatula_Medtr2g009910.1,0
gma-miR482e,lcl_Gmax_Glyma.07G113700.1,1
gma-miR5378,lcl_Gmax_Glyma.10G256500.2,0
ath-miR168a-5p,lcl_Athaliana_AT5G52770.1,1
ath-miR5017-3p,CNT2084975,0
mtr-miR160c,lcl_Mtruncatula_Medtr6g080490.1,1
mtr-miR2610a,lcl_Mtruncatula_Medtr1g086180.2,0
gma-miR4993,lcl_Gmax_Glyma.05G101200.1,1
gma-miR408d,lcl_Gmax_Glyma.01G175700.4,0
ath-miR164c-5p,CNT2087350,1
ath-miR166a-3p,NONATHT001144,0
mtr-miR399s-5p,lcl_Mtruncatula_Medtr1g052030.1,1
mtr-miR5234,lcl_Mtruncatula_Medtr4g035885.1,0
gma-miR169n-3p,lcl_Gmax_Glyma.17G204500.1,1
gma-miR1507c-5p,lcl_Gmax_Glyma.03G143300.1,0
ath-miR166a-3p,CNT2086827,1
ath-miR160a-3p,CNT2087428,0
mtr-miR168c-3p,lcl_Mtruncatula_Medtr5g012750.1,1
mtr-miR2670e,lcl_Mtruncatula_Medtr7g078390.1,0
gma-miR169t,lcl_Gmax_Glyma.15G199100.1,1
gma-miR482c-3p,lcl_Gmax_Glyma.13G020800.1,0
ath-miR5636,CNT2087792,1
ath-miR829-3p.1,NONATHT000092,0
mtr-miR399l,lcl_Mtruncatula_Medtr3g067665.1,1
mtr-miR156a,lcl_Mtruncatula_Medtr7g111640.3,0
gma-miR4412-3p,lcl_Gmax_Glyma.17G133700.1,1
gma-miR10186a,lcl_Gmax_Glyma.08G330400.1,0
ath-miR319c,CNT2089027,1
ath-miR158b,CNT2087959,0
mtr-miR4414a-3p,lcl_Mtruncatula_Medtr2g097370.1,1
mtr-miR5758,lcl_Mtruncatula_Medtr5g081650.3,0
gma-miR1507c-5p,lcl_Gmax_Glyma.11G177600.1,1
gma-miR166m,lcl_Gmax_Glyma.04G095600.1,0
ath-miR8165,lcl_Athaliana_AT5G57887.1,1
ath-miR161.1,lcl_Athaliana_AT1G41760.1,0
mtr-miR2670f,lcl_Mtruncatula_Medtr8g028770.1,1
mtr-miR2609a,lcl_Mtruncatula_Medtr5g048060.2,0
gma-miR2118a-5p,lcl_Gmax_Glyma.20G224800.1,1
gma-miR5763a,lcl_Gmax_Glyma.20G169700.1,0
ath-miR5640,CNT2088119,1
ath-miR164b-3p,lcl_Athaliana_AT1G35516.1,0
mtr-miR2586a,lcl_Mtruncatula_Medtr3g014295.1,1
mtr-miR2111l,lcl_Mtruncatula_Medtr4g043720.3,0
gma-miR403a,lcl_Gmax_Glyma.09G167800.3,1
gma-miR10437,lcl_Gmax_Glyma.02G248900.1,0
ath-miR8181,CNT2085029,1
ath-miR415,CNT2088123,0
mtr-miR2632a,lcl_Mtruncatula_Medtr2g065680.1,1
mtr-miR2600a,lcl_Mtruncatula_Medtr8g087480.1,0
gma-miR166p,lcl_Gmax_Glyma.10G033700.2,1
gma-miR4359a,lcl_Gmax_Glyma.08G328700.1,0
ath-miR396b-3p,CNT2087927,1
ath-miR5023,CNT2088248,0
mtr-miR2616,lcl_Mtruncatula_Medtr2g437870.1,1
mtr-miR2111e-3p,lcl_Mtruncatula_Medtr1g086180.1,0
gma-miR395i,lcl_Gmax_Glyma.14G142000.1,1
gma-miR4361,lcl_Gmax_Glyma.06G248000.1,0
ath-miR156f-3p,CNT2088921,1
ath-miR5628,CNT2088231,0
mtr-miR1510a-5p,lcl_Mtruncatula_Medtr3g051820.1,1
mtr-miR5216a,lcl_Mtruncatula_Medtr2g105230.5,0
gma-miR1513a-3p,lcl_Gmax_Glyma.08G291400.2,1
gma-miR1532,lcl_Gmax_Glyma.20G107000.1,0
ath-miR832-5p,lcl_Athaliana_AT5G15000.1,1
ath-miR5641,CNT2088606,0
mtr-miR5209,lcl_Mtruncatula_Medtr8g088450.1,1
mtr-miR2592bm-5p,lcl_Mtruncatula_Medtr2g009910.2,0
gma-miR5783,lcl_Gmax_Glyma.20G022700.5,1
gma-miR1531-5p,lcl_Gmax_Glyma.04G014200.1,0
ath-miR842,NONATHT001278,1
ath-miR865-5p,CNT2085601,0
mtr-miR5276,lcl_Mtruncatula_Medtr7g078430.1,1
mtr-miR5288,lcl_Mtruncatula_Medtr8g022410.1,0
gma-miR482e,lcl_Gmax_Glyma.10G293300.1,1
gma-miR4359b,lcl_Gmax_Glyma.16G092300.1,0
ath-miR164a,CNT2087755,1
ath-miR5595a,CNT2088588,0
mtr-miR2680a,lcl_Mtruncatula_Medtr8g037965.1,1
mtr-miR2592bi,lcl_Mtruncatula_Medtr5g074570.1,0
gma-miR167l,lcl_Gmax_Glyma.02G114900.1,1
gma-miR10442,lcl_Gmax_Glyma.08G202400.1,0
ath-miR414,CNT2088701,1
ath-miR824-5p,CNT2088452,0
mtr-miR319c-3p,lcl_Mtruncatula_Medtr5g006480.1,1
mtr-miR398a-5p,lcl_Mtruncatula_Medtr7g090430.1,0
gma-miR4993,lcl_Gmax_Glyma.01G168300.1,1
gma-miR1520f-5p,lcl_Gmax_Glyma.15G168400.1,0
ath-miR775,NONATHT000537,1
ath-miR5013,lcl_Athaliana_AT5G06190.2,0
mtr-miR5206b,lcl_Mtruncatula_Medtr7g107110.1,1
mtr-miR169l-3p,lcl_Mtruncatula_Medtr7g078390.1,0
gma-miR4414a-5p,lcl_Gmax_Glyma.18G272900.1,1
gma-miR4393b,lcl_Gmax_Glyma.17G251800.2,0
ath-miR394b-3p,NONATHT002214,1
ath-miR426,CNT2086303,0
mtr-miR5554a-3p,lcl_Mtruncatula_Medtr1g069760.1,1
mtr-miR156a,lcl_Mtruncatula_Medtr7g102320.4,0
gma-miR156a,lcl_Gmax_Glyma.18G293400.1,1
gma-miR171m,lcl_Gmax_Glyma.01G175700.3,0
ath-miR159a,CNT2085957,1
ath-miR5024-5p,CNT2087036,0
mtr-miR2616,lcl_Mtruncatula_Medtr8g027110.1,1
mtr-miR2594,lcl_Mtruncatula_Medtr3g109685.1,0
gma-miR4355,lcl_Gmax_Glyma.01G068300.1,1
gma-miR5368,lcl_Gmax_Glyma.19G197400.1,0
ath-miR5016,NONATHT002243,1
ath-miR829-5p,NONATHT001261,0
mtr-miR2648,lcl_Mtruncatula_Medtr8g445370.1,1
mtr-miR2592bl-5p,lcl_Mtruncatula_Medtr4g035885.1,0
gma-miR398a,lcl_Gmax_Glyma.07G234600.1,1
gma-miR5764b,lcl_Gmax_Glyma.13G020800.1,0
ath-miR160a-3p,lcl_Athaliana_AT3G33555.1,1
ath-miR870-3p,CNT2085469,0
mtr-miR5277,lcl_Mtruncatula_Medtr3g019260.1,1
mtr-miR171c,lcl_Mtruncatula_Medtr5g081650.3,0
gma-miR159c,lcl_Gmax_Glyma.16G071300.1,1
gma-miR1530,lcl_Gmax_Glyma.08G342400.1,0
ath-miR8181,lcl_Athaliana_AT3G47100.1,1
ath-miR5628,CNT2086436,0
mtr-miR5228,lcl_Mtruncatula_Medtr8g014673.1,1
mtr-miR156h-3p,lcl_Mtruncatula_Medtr8g043400.3,0
gma-miR4398,lcl_Gmax_Glyma.14G140500.1,1
gma-miR156r,lcl_Gmax_Glyma.01G175700.4,0
ath-miR408-3p,CNT2086150,1
ath-miR5017-5p,NONATHT002223,0
mtr-miR5276,lcl_Mtruncatula_Medtr2g017900.1,1
mtr-miR2619b-5p,lcl_Mtruncatula_Medtr8g051620.3,0
gma-miR390b-5p,lcl_Gmax_Glyma.13G014600.1,1
gma-miR10419,lcl_Gmax_Glyma.08G330400.1,0
ath-miR832-5p,lcl_Athaliana_AT5G54145.1,1
ath-miR5633,CNT2087262,0
mtr-miR319c-5p,lcl_Mtruncatula_Medtr5g093800.1,1
mtr-miR397-5p,lcl_Mtruncatula_Medtr1g054150.1,0
gma-miR4993,lcl_Gmax_Glyma.10G260700.5,1
gma-miR319q,lcl_Gmax_Glyma.20G107000.1,0
ath-miR8175,CNT2088701,1
ath-miR3434-5p,CNT2087928,0
mtr-miR2630a,lcl_Mtruncatula_Medtr4g043945.1,1
mtr-miR2612,lcl_Mtruncatula_Medtr7g108080.1,0
gma-miR4398,lcl_Gmax_Glyma.05G227900.1,1
gma-miR1520b,lcl_Gmax_Glyma.03G179400.1,0
ath-miR854a,lcl_Athaliana_AT5G46115.1,1
ath-miR824-3p,lcl_Athaliana_AT5G59732.1,0
mtr-miR2633,lcl_Mtruncatula_Medtr1g090887.1,1
